player_x,stone_x,stone_y,horizontal_distance,stone_speed,action
0.05985,0.23337,0.0438,0.17352,0.49741,left
0.84777,0.75514,0.02936,-0.09263,0.89005,right
0.80922,0.66802,0.91808,-0.14121,0.82899,right
0.85557,0.70812,0.59271,-0.14745,0.6158,right
0.36272,0.59885,0.36911,0.23613,0.47745,stay
0.51957,0.26923,0.12159,-0.25034,0.77548,stay
0.50561,0.93249,0.95494,0.42688,0.65903,stay
0.38508,0.83307,0.27963,0.44799,0.53254,stay
0.71697,0.41927,0.26801,-0.2977,0.68784,stay
0.23016,0.15758,0.07405,-0.07258,0.52841,right
0.50292,0.68844,0.47676,0.18553,0.60403,left
0.93125,0.3727,0.76071,-0.55855,0.48128,stay
0.83211,0.03404,0.87497,-0.79806,0.54536,stay
0.26825,0.65216,0.55015,0.38391,0.7863,stay
0.53547,0.9432,0.53085,0.40773,0.95069,stay
0.49071,0.35187,0.517,-0.13884,0.78988,right
0.05855,0.51275,0.15549,0.4542,0.50203,stay
0.06057,0.46675,0.80444,0.40618,0.43588,stay
0.65154,0.79362,0.64575,0.14208,0.52825,left
0.71984,0.11294,0.58814,-0.6069,0.95231,stay
0.65993,0.28294,0.40951,-0.37699,0.44143,stay
0.66226,0.13768,0.88479,-0.52458,0.858,stay
0.15832,0.58137,0.91218,0.42305,0.80298,stay
0.80822,0.64754,0.13116,-0.16068,0.59723,right
0.49336,0.12136,0.88726,-0.372,0.50733,stay
0.30944,0.70881,0.08225,0.39936,0.71142,stay
0.72737,0.54109,0.87244,-0.18628,0.90129,right
0.28628,0.73812,0.21654,0.45184,0.44559,stay
0.134,0.5,0.0,0.366,0.0,stay
0.24866,0.5,0.0,0.25134,0.0,stay
0.76411,0.20439,0.01399,-0.55971,0.90446,stay
0.82678,0.5122,0.95997,-0.31457,0.7323,stay
0.94585,0.46678,0.58518,-0.47907,0.49578,stay
0.33386,0.15918,0.06108,-0.17468,0.52474,right
0.19792,0.95487,0.24391,0.75695,0.52944,stay
0.60277,0.65943,0.89086,0.05666,0.94232,left
0.28874,0.29463,0.23755,0.00589,0.45829,right
0.46285,0.65533,0.88282,0.19248,0.52508,left
0.83005,0.91663,0.24258,0.08658,0.474,left
0.39278,0.07988,0.0566,-0.3129,0.58218,stay
0.29744,0.86042,0.33354,0.56297,0.71697,stay
0.16193,0.5,0.0,0.33807,0.0,stay
0.1301,0.13381,0.57415,0.0037,0.71164,left
0.89442,0.421,0.36907,-0.47342,0.83381,stay
0.21891,0.6824,0.53773,0.4635,0.61869,stay
0.29031,0.43077,0.29192,0.14046,0.66485,left
0.29723,0.94354,0.68899,0.64631,0.56914,stay
0.62768,0.39428,0.37102,-0.2334,0.64742,stay
0.74716,0.09675,0.06363,-0.65041,0.66582,stay
0.80068,0.33091,0.5768,-0.46977,0.71153,stay
0.29171,0.34098,0.45353,0.04927,0.76449,left
0.64582,0.5942,0.19967,-0.05162,0.44467,left
0.23844,0.75456,0.54728,0.51612,0.61347,stay
0.75375,0.35265,0.3942,-0.4011,0.73425,stay
0.08312,0.08522,0.87514,0.00211,0.51418,left
0.12082,0.81439,0.84834,0.69357,0.73153,stay
0.87884,0.96758,0.74677,0.08874,0.67736,left
0.72013,0.27418,0.36031,-0.44595,0.74777,stay
0.57448,0.93771,0.96911,0.36323,0.78967,stay
0.21908,0.5,0.0,0.28092,0.0,stay
0.29664,0.22051,0.26427,-0.07614,0.80395,right
0.53652,0.07768,0.02899,-0.45884,0.94488,stay
0.82507,0.09391,0.51338,-0.73115,0.9928,stay
0.66087,0.64998,0.01483,-0.01089,0.62098,right
0.33839,0.19612,0.72253,-0.14227,0.5892,right
0.69135,0.88997,0.72471,0.19862,0.51404,left
0.87219,0.1407,0.77496,-0.73149,0.8313,stay
0.61822,0.8567,0.76674,0.23848,0.66158,stay
0.50466,0.5,0.0,-0.00466,0.0,stay
0.24472,0.4171,0.33074,0.17238,0.48056,left
0.89663,0.67384,0.90011,-0.22279,0.82802,stay
0.52221,0.63331,0.39599,0.1111,0.51834,left
0.66591,0.73587,0.57156,0.06996,0.76942,left
0.13962,0.23331,0.28666,0.09369,0.45799,left
0.74644,0.15255,0.13487,-0.59389,0.7488,stay
0.40373,0.93423,0.62533,0.5305,0.90516,stay
0.08913,0.1901,0.28401,0.10097,0.87984,left
0.07308,0.04085,0.77003,-0.03223,0.51724,right
0.82717,0.8934,0.20331,0.06624,0.61163,left
0.91672,0.36032,0.41564,-0.5564,0.94078,stay
0.94909,0.4192,0.33379,-0.52989,0.74944,stay
0.60078,0.28085,0.56704,-0.31993,0.56162,stay
0.58,0.49198,0.93385,-0.08802,0.62378,right
0.66273,0.40762,0.39579,-0.25511,0.93101,stay
0.66803,0.61612,0.56737,-0.05191,0.88416,right
0.49146,0.81763,0.13971,0.32617,0.88032,stay
0.54792,0.58957,0.30699,0.04165,0.81744,right
0.86011,0.46696,0.08582,-0.39315,0.84711,stay
0.84272,0.79318,0.29863,-0.04954,0.45564,left
0.52859,0.78068,0.8463,0.25209,0.48001,stay
0.92716,0.5,0.0,-0.42716,0.0,stay
0.10312,0.26179,0.63307,0.15867,0.61651,left
0.80199,0.92803,0.00786,0.12604,0.76317,left
0.8349,0.10344,0.29395,-0.73147,0.89802,stay
0.57748,0.34451,0.41502,-0.23297,0.74335,stay
0.11691,0.90005,0.89931,0.78314,0.7512,stay
0.13394,0.73835,0.23638,0.60442,0.66166,stay
0.27265,0.52765,0.33357,0.255,0.65424,stay
0.33284,0.6709,0.73787,0.33806,0.66455,stay
0.61867,0.49295,0.17991,-0.12572,0.77736,right
0.63833,0.5,0.0,-0.13833,0.0,stay
0.89529,0.58618,0.20541,-0.30911,0.73982,stay
0.22918,0.21825,0.84403,-0.01093,0.66044,right
0.215,0.3808,0.99186,0.1658,0.90993,left
0.83779,0.64579,0.89383,-0.192,0.98773,right
0.75294,0.965,0.2464,0.21206,0.95939,left
0.56462,0.24955,0.77554,-0.31507,0.45488,stay
0.67483,0.0759,0.57334,-0.59893,0.55267,stay
0.86112,0.5,0.0,-0.36112,0.0,stay
0.58982,0.37545,0.29844,-0.21437,0.77451,right
0.84245,0.6096,0.17426,-0.23285,0.7409,stay
0.80244,0.30892,0.41228,-0.49352,0.79514,stay
0.38097,0.30912,0.69401,-0.07185,0.7261,right
0.42298,0.5,0.0,0.07702,0.0,stay
0.25482,0.70994,0.20988,0.45512,0.56322,stay
0.15343,0.5,0.0,0.34657,0.0,stay
0.35565,0.91133,0.78293,0.55567,0.68882,stay
0.94582,0.68499,0.19263,-0.26083,0.64212,stay
0.64574,0.85381,0.61803,0.20807,0.77043,left
0.15411,0.65288,0.2409,0.49877,0.55064,stay
0.29334,0.5,0.0,0.20666,0.0,stay
0.7289,0.88957,0.69563,0.16068,0.83115,left
0.16803,0.57134,0.22857,0.40331,0.48693,stay
0.87258,0.88753,0.65363,0.01495,0.73257,left
0.31749,0.54922,0.29755,0.23174,0.94034,stay
0.33256,0.5,0.0,0.16744,0.0,stay
0.92977,0.66099,0.13224,-0.26879,0.93857,stay
0.29729,0.5,0.0,0.20271,0.0,stay
0.46434,0.34877,0.57678,-0.11557,0.73234,right
0.92402,0.24519,0.59283,-0.67883,0.5651,stay
0.93222,0.25911,0.55127,-0.67311,0.64864,stay
0.78691,0.8572,0.80885,0.07029,0.69983,left
0.28929,0.90041,0.42545,0.61112,0.86351,stay
0.73804,0.78851,0.82976,0.05047,0.54394,left
0.67433,0.96734,0.16675,0.29302,0.52049,stay
0.25871,0.75582,0.72563,0.49711,0.67355,stay
0.26208,0.14046,0.5302,-0.12162,0.48454,right
0.73267,0.92297,0.95442,0.19029,0.50847,left
0.87744,0.32622,0.91992,-0.55122,0.58279,stay
0.75959,0.58352,0.01578,-0.17607,0.58126,right
0.29203,0.2823,0.14593,-0.00972,0.52531,right
0.79235,0.4836,0.14612,-0.30875,0.58547,stay
0.15833,0.71941,0.73549,0.56109,0.54112,stay
0.93877,0.51073,0.14737,-0.42804,0.68914,stay
0.34598,0.46745,0.79524,0.12147,0.94228,left
0.67109,0.5,0.0,-0.17109,0.0,stay
0.3664,0.5,0.0,0.1336,0.0,stay
0.05843,0.72856,0.75842,0.67013,0.81792,stay
0.60301,0.66984,0.8831,0.06683,0.43111,left
0.6623,0.86636,0.34345,0.20405,0.95343,left
0.56065,0.192,0.98363,-0.36865,0.81796,stay
0.6178,0.34457,0.32969,-0.27323,0.74804,stay
0.17585,0.05588,0.96088,-0.11997,0.85132,right
0.20876,0.78821,0.5453,0.57945,0.57266,stay
0.58777,0.82228,0.67252,0.23451,0.59288,stay
0.214,0.91016,0.51298,0.69616,0.71844,stay
0.24632,0.73348,0.73532,0.48716,0.43521,stay
0.29683,0.35237,0.42194,0.05553,0.94436,right
0.14353,0.89126,0.66173,0.74773,0.96174,stay
0.09316,0.05629,0.96677,-0.03688,0.64939,right
0.80449,0.88635,0.47154,0.08187,0.53358,left
0.523,0.5,0.0,-0.023,0.0,stay
0.74693,0.77133,0.59598,0.02439,0.58805,left
0.49955,0.40738,0.89363,-0.09218,0.48927,right
0.92719,0.76475,0.60966,-0.16244,0.91928,right
0.84887,0.05952,0.39847,-0.78935,0.97787,stay
0.89008,0.5752,0.24316,-0.31488,0.78928,stay
0.59809,0.68096,0.24824,0.08287,0.65679,left
0.47254,0.94105,0.33856,0.46851,0.82484,stay
0.39059,0.92189,0.12349,0.5313,0.65558,stay
0.65066,0.5,0.0,-0.15066,0.0,stay
0.56102,0.96079,0.62715,0.39977,0.46913,stay
0.68302,0.80151,0.35924,0.11849,0.92091,left
0.39069,0.5,0.0,0.10931,0.0,stay
0.81646,0.35688,0.28707,-0.45958,0.83456,stay
0.85692,0.90548,0.06533,0.04856,0.724,right
0.29585,0.73965,0.11382,0.4438,0.67505,stay
0.83136,0.5,0.0,-0.33136,0.0,stay
0.09698,0.82893,0.40168,0.73195,0.78186,stay
0.62409,0.53627,0.18266,-0.08782,0.87391,right
0.15478,0.21015,0.26098,0.05536,0.60282,left
0.27004,0.5,0.0,0.22996,0.0,stay
0.44471,0.819,0.16183,0.37428,0.63163,stay
0.65381,0.82778,0.78382,0.17397,0.89057,left
0.25098,0.75582,0.73323,0.50484,0.59587,stay
0.88456,0.94062,0.91925,0.05606,0.74212,left
0.26835,0.32721,0.42072,0.05886,0.61691,right
0.94697,0.80427,0.98113,-0.1427,0.43502,right
0.38441,0.22241,0.13041,-0.162,0.97698,right
0.06054,0.48193,0.85768,0.42139,0.53702,stay
0.5884,0.67992,0.50736,0.09152,0.59636,left
0.19354,0.08033,0.21531,-0.11321,0.53875,right
0.56434,0.95379,0.14745,0.38945,0.97108,stay
0.88452,0.28421,0.79062,-0.60031,0.79618,stay
0.46068,0.12071,0.85621,-0.33997,0.86506,stay
0.37217,0.86182,0.81712,0.48965,0.51492,stay
0.92312,0.8337,0.08647,-0.08942,0.91848,right
0.33834,0.73045,0.09995,0.39211,0.53004,stay
0.2794,0.92638,0.68682,0.64698,0.70033,stay
0.40697,0.25497,0.32162,-0.152,0.59134,right
0.58475,0.06707,0.59063,-0.51769,0.87037,stay
0.08295,0.72436,0.24863,0.64141,0.47791,stay
0.15666,0.48764,0.50109,0.33097,0.63913,stay
0.65159,0.12061,0.4928,-0.53097,0.90372,stay
0.22625,0.36933,0.19489,0.14308,0.76413,left
0.83948,0.91664,0.30778,0.07716,0.81811,left
0.68911,0.66379,0.89387,-0.02532,0.73432,right
0.38941,0.5,0.0,0.11059,0.0,stay
0.33962,0.42128,0.72029,0.08166,0.58462,left
0.68278,0.25108,0.00287,-0.4317,0.99653,stay
0.46295,0.26858,0.27966,-0.19438,0.75922,right
0.40848,0.13777,0.80904,-0.27071,0.67475,stay
0.29773,0.19174,0.15695,-0.10599,0.85036,right
0.40505,0.03932,0.96485,-0.36573,0.49741,stay
0.65643,0.50009,0.10151,-0.15634,0.94125,right
0.41946,0.06952,0.59141,-0.34994,0.61001,stay
0.57438,0.75144,0.62321,0.17706,0.72116,left
0.86239,0.70791,0.04369,-0.15448,0.63765,right
0.71678,0.06148,0.24866,-0.6553,0.60672,stay
0.68374,0.44847,0.38907,-0.23527,0.82144,stay
0.54242,0.94081,0.78145,0.39839,0.47969,stay
0.19466,0.6061,0.39777,0.41144,0.58353,stay
0.42233,0.82692,0.10459,0.40459,0.55909,stay
0.33866,0.4626,0.34689,0.12394,0.92694,left
0.51024,0.08329,0.82325,-0.42696,0.94964,stay
0.53375,0.6184,0.96458,0.08465,0.95885,left
0.10793,0.5,0.0,0.39207,0.0,stay
0.63279,0.08381,0.63085,-0.54898,0.98213,stay
0.55561,0.79022,0.09825,0.2346,0.90345,stay
0.41115,0.96202,0.21553,0.55087,0.93035,stay
0.89193,0.2883,0.68886,-0.60363,0.53586,stay
0.3438,0.20363,0.39452,-0.14018,0.64462,right
0.77558,0.09775,0.86176,-0.67783,0.45411,stay
0.51283,0.55434,0.76699,0.04151,0.65925,left
0.90128,0.71519,0.28272,-0.18609,0.68526,right
0.63752,0.38285,0.69179,-0.25467,0.88334,stay
0.72283,0.57046,0.53648,-0.15238,0.92581,right
0.20366,0.5,0.0,0.29634,0.0,stay
0.7974,0.70541,0.45256,-0.09199,0.79815,right
0.17595,0.21194,0.93465,0.03599,0.99129,left
0.91307,0.5,0.0,-0.41307,0.0,stay
0.42475,0.82442,0.47005,0.39967,0.85199,stay
0.57971,0.40004,0.16032,-0.17967,0.96567,right
0.51858,0.45451,0.82701,-0.06407,0.45418,right
0.78107,0.43151,0.69008,-0.34955,0.48603,stay
0.46327,0.67265,0.44365,0.20938,0.56787,left
0.34537,0.21093,0.10269,-0.13444,0.76925,right
0.3849,0.9545,0.76731,0.5696,0.51415,stay
0.22845,0.22643,0.23448,-0.00202,0.52699,right
0.1041,0.54276,0.15968,0.43867,0.43167,stay
0.20717,0.51748,0.15138,0.31031,0.89137,stay
0.86375,0.86945,0.92019,0.00571,0.77031,left
0.1313,0.53843,0.14958,0.40713,0.874,stay
0.53531,0.70995,0.88238,0.17464,0.75844,left
0.15559,0.84028,0.69522,0.68469,0.43303,stay
0.74873,0.24513,0.45373,-0.5036,0.51087,stay
0.46557,0.03257,0.04412,-0.433,0.46386,stay
0.9282,0.16644,0.93303,-0.76176,0.95275,stay
0.85316,0.23054,0.88165,-0.62263,0.88068,stay
0.47373,0.60109,0.45448,0.12737,0.52905,left
0.80874,0.5,0.0,-0.30874,0.0,stay
0.30919,0.59053,0.73388,0.28134,0.48372,stay
0.13525,0.12579,0.79381,-0.00946,0.49923,right
0.38656,0.831,0.49145,0.44444,0.50838,stay
0.45731,0.5501,0.93955,0.09279,0.98079,left
0.56544,0.2515,0.29885,-0.31394,0.65504,stay
0.37136,0.77246,0.11569,0.4011,0.6465,stay
0.55457,0.84908,0.02758,0.29451,0.8029,stay
0.7476,0.80389,0.36686,0.05628,0.89889,left
0.46876,0.5698,0.0532,0.10105,0.78272,left
0.60953,0.5,0.0,-0.10953,0.0,stay
0.9482,0.03388,0.76685,-0.91433,0.53292,stay
0.70667,0.65257,0.54228,-0.0541,0.98576,right
0.21914,0.95701,0.95755,0.73787,0.89319,stay
0.21532,0.73124,0.55929,0.51591,0.90978,stay
0.63932,0.88716,0.563,0.24783,0.83026,stay
0.53722,0.7821,0.86259,0.24488,0.60613,stay
0.74333,0.25367,0.44019,-0.48966,0.79342,stay
0.86965,0.83068,0.81529,-0.03897,0.57318,right
0.63914,0.2032,0.50672,-0.43594,0.68098,stay
0.79972,0.11383,0.07385,-0.68589,0.99927,stay
0.4776,0.61237,0.45034,0.13477,0.87704,left
0.54238,0.40544,0.29675,-0.13694,0.67822,right
0.43422,0.5641,0.99043,0.12988,0.55005,left
0.08612,0.90325,0.2343,0.81713,0.96281,stay
0.1296,0.41489,0.91441,0.28529,0.66627,stay
0.22999,0.04508,0.02794,-0.18491,0.4383,right
0.24876,0.92992,0.47818,0.68115,0.68934,stay
0.36006,0.5,0.0,0.13994,0.0,stay
0.79709,0.65513,0.44641,-0.14197,0.47085,right
0.7996,0.39611,0.7698,-0.40349,0.96926,stay
0.12437,0.48987,0.66879,0.36549,0.72056,stay
0.18562,0.49396,0.34191,0.30835,0.6076,stay
0.30825,0.74728,0.25474,0.43904,0.80394,stay
0.78053,0.31914,0.30724,-0.46138,0.66899,stay
0.41381,0.38444,0.49047,-0.02937,0.71001,right
0.29266,0.33071,0.96092,0.03805,0.49377,left
0.11421,0.5,0.0,0.38579,0.0,stay
0.45523,0.63438,0.64893,0.17916,0.46295,left
0.48164,0.5,0.0,0.01836,0.0,stay
0.13453,0.67742,0.00013,0.54289,0.67127,stay
0.8213,0.96564,0.80594,0.14434,0.48917,left
0.33292,0.9299,0.46057,0.59698,0.69044,stay
0.45708,0.92523,0.46352,0.46815,0.62255,stay
0.51805,0.56758,0.8568,0.04953,0.71764,left
0.76254,0.31703,0.12131,-0.44551,0.75455,stay
0.7854,0.95887,0.42231,0.17347,0.50534,left
0.54543,0.5,0.0,-0.04543,0.0,stay
0.65248,0.82401,0.90974,0.17153,0.77079,left
0.51591,0.52368,0.50823,0.00777,0.95898,left
0.48011,0.66244,0.10081,0.18233,0.4648,left
0.59132,0.16712,0.66535,-0.4242,0.88674,stay
0.64845,0.96387,0.10984,0.31542,0.79596,stay
0.52937,0.83166,0.98476,0.30229,0.6052,stay
0.59795,0.5,0.0,-0.09795,0.0,stay
0.49681,0.11483,0.59982,-0.38197,0.87072,stay
0.30632,0.5,0.0,0.19368,0.0,stay
0.25357,0.66918,0.00929,0.41561,0.82649,stay
0.76041,0.19143,0.26001,-0.56898,0.70602,stay
0.5689,0.5,0.0,-0.0689,0.0,stay
0.56473,0.57032,0.99269,0.00559,0.59828,left
0.94192,0.31506,0.48593,-0.62685,0.88099,stay
0.58054,0.29069,0.21912,-0.28985,0.6777,stay
0.19604,0.80479,0.3907,0.60874,0.45169,stay
0.8244,0.86234,0.77842,0.03794,0.55474,left
0.08779,0.76647,0.47527,0.67867,0.76984,stay
0.18465,0.10655,0.53963,-0.0781,0.81815,right
0.76246,0.70867,0.36646,-0.05378,0.80423,left
0.2318,0.70752,0.04381,0.47572,0.53927,stay
0.17463,0.15313,0.11025,-0.0215,0.67914,right
0.28645,0.90432,0.88736,0.61787,0.88632,stay
0.26705,0.34342,0.22758,0.07637,0.97578,left
0.42037,0.3471,0.7814,-0.07327,0.82629,right
0.38833,0.03261,0.23209,-0.35572,0.43776,stay
0.80056,0.63072,0.87818,-0.16984,0.93973,right
0.36639,0.06981,0.87004,-0.29658,0.63096,stay
0.73635,0.31475,0.39393,-0.42159,0.95221,stay
0.7871,0.18868,0.9834,-0.59843,0.97035,stay
0.74172,0.18813,0.26867,-0.5536,0.67419,stay
0.45138,0.11693,0.05503,-0.33444,0.79555,stay
0.51635,0.38063,0.4849,-0.13572,0.62398,right
0.12317,0.24284,0.27218,0.11966,0.58498,left
0.67506,0.53375,0.07056,-0.14131,0.84762,right
0.32938,0.78817,0.14735,0.45879,0.45634,stay
0.33757,0.62802,0.96308,0.29045,0.89835,stay
0.93135,0.27379,0.4396,-0.65756,0.48267,stay
0.58053,0.16534,0.55328,-0.41519,0.93928,stay
0.71169,0.19463,0.67875,-0.51707,0.74683,stay
0.94878,0.17413,0.82471,-0.77465,0.61819,stay
0.56002,0.82736,0.3815,0.26734,0.46653,stay
0.8321,0.38584,0.63576,-0.44627,0.84066,stay
0.51647,0.49584,0.51726,-0.02063,0.45477,right
0.57145,0.5,0.0,-0.07145,0.0,stay
0.33936,0.48506,0.38881,0.1457,0.71364,left
0.11206,0.63869,0.01265,0.52663,0.66943,stay
0.9417,0.7554,0.42285,-0.1863,0.69367,right
0.46224,0.331,0.00429,-0.13123,0.85094,right
0.15594,0.46828,0.83611,0.31233,0.47907,stay
0.51963,0.84953,0.94942,0.3299,0.79598,stay
0.66092,0.87527,0.44927,0.21435,0.97623,left
0.74809,0.0971,0.47015,-0.65099,0.53955,stay
0.64308,0.36304,0.4111,-0.28004,0.92239,stay
0.94061,0.59541,0.01928,-0.3452,0.5909,stay
0.55413,0.38467,0.38553,-0.16946,0.70045,right
0.81816,0.77511,0.4324,-0.04305,0.89015,right
0.71045,0.46378,0.85847,-0.24667,0.92266,stay
0.82098,0.34374,0.6164,-0.47724,0.85172,stay
0.521,0.3853,0.92608,-0.1357,0.79957,right
0.06771,0.69484,0.49475,0.62713,0.76719,stay
0.31378,0.6105,0.82325,0.29673,0.66897,stay
0.41007,0.66723,0.72599,0.25715,0.72738,stay
0.68051,0.5,0.0,-0.18051,0.0,stay
0.54303,0.32508,0.73682,-0.21795,0.74554,right
0.61808,0.09954,0.13766,-0.51854,0.73143,stay
0.16203,0.9062,0.16236,0.74417,0.86488,stay
0.30957,0.9413,0.49893,0.63173,0.82075,stay
0.56128,0.41758,0.8479,-0.14369,0.76111,right
0.87722,0.58657,0.13226,-0.29065,0.89275,stay
0.2332,0.41769,0.82371,0.18449,0.79824,left
0.56226,0.79489,0.14972,0.23262,0.53398,stay
0.12041,0.86652,0.08845,0.74611,0.6993,stay
0.22345,0.07012,0.07837,-0.15334,0.81938,right
0.57456,0.52899,0.26214,-0.04558,0.73622,right
0.79477,0.08322,0.70843,-0.71155,0.88405,stay
0.59922,0.05122,0.22201,-0.548,0.62628,stay
0.63345,0.93336,0.86115,0.2999,0.57859,stay
0.11692,0.26967,0.38178,0.15275,0.94509,left
0.13068,0.83749,0.66622,0.70681,0.90983,stay
0.4913,0.5,0.0,0.0087,0.0,stay
0.2291,0.88666,0.38589,0.65757,0.54736,stay
0.81483,0.69701,0.45753,-0.11782,0.52331,right
0.90024,0.5,0.0,-0.40024,0.0,stay
0.64278,0.82784,0.69174,0.18506,0.68481,left
0.42888,0.3666,0.74037,-0.06228,0.48346,right
0.29463,0.6488,0.79946,0.35417,0.85545,stay
0.34417,0.31789,0.80004,-0.02629,0.7538,right
0.12839,0.75482,0.95764,0.62643,0.60242,stay
0.70497,0.10741,0.75244,-0.59755,0.91065,stay
0.31661,0.10783,0.55852,-0.20878,0.92754,right
0.92696,0.4037,0.21222,-0.52326,0.64859,stay
0.43748,0.29156,0.87958,-0.14592,0.60919,right
0.79582,0.49532,0.70414,-0.30049,0.64472,stay
